class,topic,text
politics,talk.politics.misc,happen polit posit doe peopl advoc harm good point advantag draw back requir proof govern action citizen reason weapon argu absolut sanctiti constitut fact fillibust talk constitut object suggest senat intend exercis power point reagan republican major senat term coalit hous time bush real support congress real point pork big corpor guy night leav conveni store arm junk food bought food stamp spent food stamp junk week govern assit lesse pull almanac total govern budget outlay billion dollar trillion dollar increas approx billion dollar nation defens cost billion dollar billion dollar increas billion dollar leaf increas billion dollar unaccount repres increas incom secur includ retir program hous assit unemploy benefit welfar cost billion dollar billion dollar nation defens start repres increas feder govern spent billion dollar medicar spent billion dollar increas fed spent billion dollar hous credit subsidi billion health care servic billion dollar billion dollar agricultur billion billion scienc billion billion resourc conserv billion billion educ billion billion veteran benefit billion billion trasnport billion billion thing decreas energi categori suppli communiti develop area disast relief repres loss billion dollar huge divers stretch current govern push presid creat mess expect equal pressur assum role posit role continu posit constitut design frustrat democrat process voter absolut want time happen put brake democrat process inher bad thing califronia ride edg time pull ballot initi nonsens wors time peopl told point local govern phill great favor repeat talk polit gun cute elimin violat law elimin law free speech danger phill phill ta clear pattern reduct homicid rate countri current mind reduct chain freedom speech call freedom phill master subt chang subject base argument raw democraci constitut explain good idea time refer constitut point doe restrict veto senat meant constitut doe fillibust rule rule good idea dismiss vener constitut constitut
science,sci.med,proventil inhal asthma relief fall steroid nonsteroid categori product literatur clear
recreation,rec.sport.baseball,wrong red neck hick listen cultur music shit guy insult milk cow drive truck basebal screw doe yeah learn differ citi boy thom unnumb wanna member bob knepper fan club bkfc
computer,comp.windows.x,set foreground xor foreground background color xsetforeground fg bg work great truecolor visual
recreation,rec.motorcycles,case chase goldw toni
miscellaneous,misc.forsale,nice compact cream color extern modem good mac ibm throw cabl extra interest email offer
science,sci.crypt,thought work encapsul encrypt data insid encrypt data file file format written gap hide data file format design altern data hidden dispers legitim data hidden data key file hidden data indistinguish correct key reveal presenc illeg document devis custom file compress algorithm friend uncompressor file appear total gigerish transmit file escrow data file format gang requir escrow hand signal color catch phrase
recreation,rec.motorcycles,turn hors bunch weeni fashion nerd helmet suck wear shoei mountain bike helmet fuck nah walk unaid fast chanc
computer,comp.sys.mac.hardware,netter comput humbl maclc color monitor major work write love portrait monotor conect color monitor question good cheap hook monitor ha respond direct time hope talk jerri salem
recreation,rec.sport.hockey,steve summer chief hour night shmooz sport miss provid synopsi czar mainfram comput musicb mcgill mcgill univers sexi cobol hab doe good expo peter peter pumkin eater knew chick meet brother fine day suck cock gay andrew dice clay
religion,talk.religion.misc,hear christian answer question paraphras
politics,talk.politics.guns,stupid nitpick capit rule late centuri today post match current capit rule thing late seventeen origin constitut militia arm capit simpli noun german special signific word simpli capit capit denot special emphasi pete zakel phz cadenc uunet cadenc phz
science,sci.crypt,imposs approv attach crypto devic phone network plug phone socket approv reason crypto devic differ modem modem silli point modem approv data transmiss work fine transmit scrambl vocod voic absolut meant secur dedic crypto devic ha approv guerrilla underground devic today high speed modem modem approv mind overpr courier hardwar compress need digit speech heard bit sampl raw data sampl rate usabl fanci doe compress
computer,comp.os.ms-windows.misc,canon buy cheapest price advanc
religion,alt.atheism,dress casual heaven dress code black tie express
science,sci.electronics,product call goof yellow size deck play card ha work remov kind sticker tape residu note test small area inconspicu place good luck
recreation,rec.motorcycles,fenc own bieff road helmet minor fall visibl damag shell helmet job damag impact ratio scari bell moto impact order bieff impact frequent mx scratch season recommend buy high qualiti gear ymmv
politics,talk.politics.misc,proof entir privat sector vast ineffici blue cross govern health insur provid oop ad magazin delet save earth
politics,talk.politics.mideast,nonsens live negev year beduin move harm contrari standard live ha climb sharpli live nice perman hous car beduin student ben gurion univers good friend relat rest popul beduin met surpris read davidson poster
recreation,rec.sport.baseball,funni stat major leagu minor leagu handbook collect statist author jame stat howe minor leagu handbook jame player rate book qualifi book statist elia analyst statist book analyst stat dialogu final point word statist money grub ha look jame player rate book money grub
recreation,rec.motorcycles,newbi land rocket practic yup acceler wheel truck easiest newbi road ted
politics,talk.politics.guns,subject tear gas receiv initi introduct window hour daniel hartung dhartung chinet chinet rotaract violent sick repeat difficult drag bed build smoke debri disori lack sleep constant psycholog abus throw fact safeti consist peopl shot thrown grenad knock hous tank understand inclin stay center build
